,complex_a,complex_t,complex_v,simple_a,simple_t,simple_v,subj
0,4.61910708581,0.509676665831,1.14023644623,3.50299771824,0.773779863391,1.46942344369,464
1,3.53234960456,1.45831932679,0.649463432823,3.71635479379,1.07638198829,0.727207926435,4000
2,2.83185024359,0.00381239622642,0.381593341566,2.74554928275,0.654516465875,1.1855710798,4017
3,2.99748076416,0.00120469775351,0.353133217798,3.59694921119,0.669378869152,0.814404786268,4020
4,4.25457387448,1.46267181341,0.999016132941,4.10519685431,1.31540332991,1.17914014696,4021
5,3.80558666152,0.458958234218,0.998159558804,2.92023691361,0.00220510279733,1.0700498082,4026
6,3.82256163482,0.993845957614,0.790200393945,2.9919382746,0.00256449801971,0.538700145209,4028
7,4.16924254987,0.52245098752,1.2317662197,3.10703020391,0.672369757693,1.22110417537,4034
8,2.49903655232,0.944756640826,1.00184693212,3.46271140091,0.658998841241,1.11875341667,4043
9,3.8820588624,0.759636078506,1.3629538809,3.04955783933,0.695774719997,1.67659777518,4045
10,3.65866333127,1.74510955471,0.94866873315,3.2806880937,1.25132901408,1.03932898358,4047
11,3.9957496485,1.52668207656,0.92533362184,3.77127844314,0.989137898717,1.11040892005,4050
12,4.64757056072,1.03106809433,1.09526880239,1.92067871008,4.53549092836e-05,0.405231008546,4065
13,2.94229381209,0.752875014996,1.88289178046,3.98801035191,0.400492081132,1.93843639426,4074
14,3.85377128943,0.0284558726837,0.743711012393,2.7147308417,0.828872542042,1.31293681736,4076
15,3.36620803426,0.903226509784,1.14883483311,2.58091441,0.980108986679,0.944867801934,4078
